,Sentence #,Word,Tag
4307,32,to,O
4308,32,spoof,B-Impact
4309,32,certain,I-Impact
4310,32,user,I-Impact
4311,32,interface,I-Impact
4312,32,elements,I-Impact
4313,32,1,O
4314,32,such,O
4315,32,as,O
4316,32,the,O
4317,32,host,B-Victim
4318,32,name,I-Victim
4319,32,or,O
4320,32,security,B-Victim
4321,32,indicators,I-Victim
4322,32,1,O
4323,32,via,O
4324,32,the,O
4325,32,CSS3,B-Vector
4326,32,hotspot,I-Vector
4327,32,property,I-Vector
4328,32,with,I-Vector
4329,32,a,I-Vector
4330,32,large,I-Vector
4331,32,1,O
4332,32,transparent,I-Vector
4333,32,1,O
4334,32,custom,I-Vector
4335,32,cursor,I-Vector
4336,32,.,O
4337,33,The,O
4338,33,PHP,B-Component
4339,33,COM,I-Component
4340,33,extensions,I-Component
4341,33,for,O
4342,33,PHP,B-App
4343,33,on,O
4344,33,Windows,B-Platform
4345,33,systems,I-Platform
4346,33,allow,O
4347,33,context-dependent,B-Attacker
4348,33,attackers,I-Attacker
4349,33,to,O
4350,33,execute,B-Impact
4351,33,arbitrary,I-Impact
4352,33,code,I-Impact
4353,33,via,O
4354,33,a,O
4355,33,WScript.Shell,B-Vector
4356,33,COM,I-Vector
4357,33,object,I-Vector
4358,33,1,O
4359,33,as,I-Vector
4360,33,demonstrated,I-Vector
4361,33,by,I-Vector
4362,33,using,I-Vector
4363,33,the,I-Vector
4364,33,Run,I-Vector
4365,33,method,I-Vector
4366,33,of,I-Vector
4367,33,this,I-Vector
4368,33,object,I-Vector
4369,33,to,I-Vector
4370,33,execute,I-Vector
4371,33,cmd.exe,I-Vector
4372,33,1,O
4373,33,which,I-Vector
4374,33,bypasses,I-Vector
4375,33,PHP's,I-Vector
4376,33,safe,I-Vector
4377,33,mode,I-Vector
4378,33,.,O
4379,35,The,O
4380,35,DirectShow,B-Component
4381,35,loader,I-Component
4382,35,(loader/dshow/DS_VideoDecoder.c),B-ComponentAKA
4383,35,in,O
4384,35,MPlayer,B-App
4385,35,1.0rc1,B-AppVer
4386,35,and,I-AppVer
4387,35,earlier,I-AppVer
4388,35,1,O
4389,35,as,O
4390,35,used,O
4391,35,in,O
4392,35,xine-lib,B-Platform
4393,35,1,O
4394,35,does,B-Vul
4395,35,not,I-Vul
4396,35,set,I-Vul
4397,35,the,I-Vul
4398,35,biSize,I-Vul
4399,35,before,I-Vul
4400,35,use,I-Vul
4401,35,in,I-Vul
4402,35,a,I-Vul
4403,35,memcpy,I-Vul
4404,35,1,O
4405,35,which,O
4406,35,allows,O
4407,35,user-assisted,B-Attacker
4408,35,remote,I-Attacker
4409,35,attackers,I-Attacker
4410,35,to,O
4411,35,cause,O
4412,35,a,O
4413,35,buffer,B-VulType
4414,35,overflow,I-VulType
4415,35,and,O
4416,35,possibly,O
4417,35,execute,B-Impact
4418,35,arbitrary,I-Impact
4419,35,code,I-Impact
4420,35,1,O
4421,35,a,O
4422,35,different,O
4423,35,vulnerability,O
4424,35,than,O
4425,35,CVE-2007-1246,B-CVEID
4426,35,.,O
4427,36,Stack-based,B-VulType
4428,36,buffer,I-VulType
4429,36,overflow,I-VulType
4430,36,in,O
4431,36,NewsBin,B-App
4432,36,Pro,I-App
4433,36,4.32,B-AppVer
4434,36,allows,O
4435,36,remote,B-Attacker
4436,36,attackers,I-Attacker
4437,36,to,O
4438,36,cause,O
4439,36,a,O
4440,36,denial,B-VulType
4441,36,of,I-VulType
4442,36,service,I-VulType
4443,36,or,O
4444,36,execute,B-Impact
4445,36,arbitrary,I-Impact 
4446,36,code,I-Impact
4447,36,via,O
4448,36,a,O
4449,36,yEnc,B-Vector
4450,36,(yEncode),I-Vector
4451,36,encoded,I-Vector
4452,36,article,I-Vector
4453,36,with,I-Vector
4454,36,a,I-Vector
4455,36,long,I-Vector
4456,36,filename,I-Vector
4457,36,1,O
4458,36,as,I-Vector
4459,36,demonstrated,I-Vector
4460,36,using,I-Vector
4461,36,a,I-Vector
4462,36,.nzb,I-Vector
4463,36,file,I-Vector
4464,36,.,O
4465,36,NOTE:,O
4466,36,some,O
4467,36,of,O
4468,36,these,O
4469,36,details,O
4470,36,are,O
4471,36,obtained,O
4472,36,from,O
4473,36,third,O
4474,36,party,O
4475,36,information,O
4476,36,.,O
4477,37,Buffer,B-VulType
4478,37,overflow,I-VulType
4479,37,in,O
4480,37,the,O
4481,37,fun_ladd,B-MINICOMPO
4482,37,function,I-MINICOMPO
4483,37,in,O
4484,37,funmath.cpp,B-Component
4485,37,in,O 
4486,37,TinyMUX,B-App
4487,37,before,B-AppVer
4488,37,20070126,I-AppVer
4489,37,might,O
4490,37,allow,O
4491,37,remote,B-Attacker
4492,37,attackers,I-Attacker
4493,37,to,O
4494,37,cause,O
4495,37,a,O
4496,37,denial,B-VulType
4497,37,of,I-VulType
4498,37,service,I-VulType
4499,37,(crash),B-VulTypeAKA 
4500,37,or,O
4501,37,possibly,O
4502,37,execute,B-Impact
4503,37,arbitrary,I-Impact
4504,37,code,I-Impact
4505,37,via,O
4506,37,unspecified,B-Vector
4507,37,vectors,I-Vector
4508,37,related,I-Vector
4509,37,to,I-Vector
4510,37,lists,I-Vector
4511,37,of,I-Vector
4512,37,numbers,I-Vector
4513,37,.,O
4514,38,SQL,B-VulType
4515,38,injection,I-VulType
4516,38,vulnerability,I-VulType
4517,38,in,O
4518,38,viewcat.php,B-MINICOMPO
4519,38,in,O
4520,38,the,O
4521,38,Tutoriais,B-Component
4522,38,module,I-Component
4523,38,for,O
4524,38,Xoops,B-App
4525,38,allows,O
4526,38,remote,B-Attacker
4527,38,attackers,I-Attacker
4528,38,to,O
4529,38,execute,B-Impact
4530,38,arbitrary,I-Impact
4531,38,SQL,I-Impact
4532,38,commands,I-Impact
4533,38,via,O
4534,38,the,O
4535,38,cid,B-Vector
4536,38,parameter,I-Vector
4537,38,.,O
4538,39,LIBSNDFILE.DLL,B-Component
4539,39,1,O
4540,39,as,O
4541,39,used,O
4542,39,by,O
4543,39,AOL,B-App
4544,39,Nullsoft,I-App
4545,39,Winamp,I-App
4546,39,5.33,B-AppVer
4547,39,and,I-AppVer
4548,39,possibly,I-AppVer
4549,39,other,I-AppVer  
4550,39,products,I-AppVer
4551,39,1,O
4552,39,allows,O
4553,39,remote,B-Attacker
4554,39,attackers,I-Attacker
4555,39,to,O
4556,39,execute,B-Impact
4557,39,arbitrary,I-Impact
4558,39,code,I-Impact
4559,39,via,O
4560,39,a,O
4561,39,crafted,B-Vector
4562,39,.MAT,I-Vector
4563,39,file,I-Vector
4564,39,that,I-Vector
4565,39,contains,I-Vector
4566,39,a,I-Vector
4567,39,value,I-Vector
4568,39,that,I-Vector
4569,39,is,I-Vector
4570,39,used,I-Vector
4571,39,as,I-Vector
4572,39,an,I-Vector
4573,39,offset,I-Vector
4574,39,1,O
4575,39,which,I-Vector
4576,39,triggers,I-Vector
4577,39,memory,I-Vector
4578,39,corruption,I-Vector
4579,39,.,O
4580,40,Stephen,B-App
4581,40,Craton,I-App
4582,40,(aka WiredPHP),B-AppAKA
4583,40,Chatness,I-App
4584,40,2.5.3,B-AppVer
4585,40,and,I-AppVer
4586,40,earlier,I-AppVer
4587,40,stores,B-Vul
4588,40,usernames,I-Vul
4589,40,and,I-Vul
4590,40,unencrypted,I-Vul
4591,40,passwords,I-Vul
4592,40,in,I-Vul
4593,40,(1),O
4594,40,classes/vars.php,B-Component
4595,40,and,O
4596,40,(2),O
4597,40,classes/varstuff.php,B-Component
4598,40,1,O
4599,40,and,O
4600,40,recommends,B-Vul
4601,40,0666,I-Vul
4602,40,or,I-Vul
4603,40,0777,I-Vul
4604,40,permissions,I-Vul
4605,40,for,O
4606,40,these,O
4607,40,files,B-Component
4608,40,1,O
4609,40,which,O
4610,40,allows,O
4611,40,local,B-Attacker
4612,40,users,I-Attacker
4613,40,to,O
4614,40,gain,B-Impact
4615,40,privileges,I-Impact
4616,40,by,O
4617,40,reading,B-Vector
4618,40,the,I-Vector
4619,40,files,I-Vector
4620,40,1,O
4621,40,and,O
4622,40,allows,O 
4623,40,remote,B-Attacker
4624,40,attackers,I-Attacker
4625,40,to,O
4626,40,obtain,B-Impact
4627,40,credentials,I-Impact
4628,40,via,O
4629,40,a,O
4630,40,direct,B-Vector
4631,40,request,I-Vector
4632,40,for,I-Vector
4633,40,admin/options.php,B-Victim
4634,40,.,O
4635,41,PHP,B-VulType
4636,41,remote,I-VulType
4637,41,file,I-VulType
4638,41,inclusion,I-VulType
4639,41,vulnerability,I-VulType
4640,41,in,O
4641,41,info.php,B-Component
4642,41,in,O
4643,41,Doruk100.net,B-App
4644,41,doruk100net,I-App
4645,41,allows,O
4646,41,remote,B-Attacker
4647,41,attackers,I-Attacker
4648,41,to,O
4649,41,execute,B-Impact
4650,41,arbitrary,I-Impact
4651,41,PHP,I-Impact
4652,41,code,I-Impact
4653,41,via,O
4654,41,a,O
4655,41,URL,B-Vector
4656,41,in,I-Vector
4657,41,the,I-Vector
4658,41,file,I-Vector
4659,41,parameter,I-Vector
4660,41,.,O
4661,42,The,O
4662,42,Yahoo!,B-App
4663,42,UI,I-App
4664,42,framework,I-App
4665,42,exchanges,B-Vul
4666,42,data,I-Vul
4667,42,using,I-Vul
4668,42,JavaScript,B-Component
4669,42,Object,I-Component
4670,42,Notation,I-Component 
4671,42,(JSON),B-ComponentAKA
4672,42,without,I-Vul
4673,42,an,I-Vul
4674,42,associated,I-Vul
4675,42,protection,I-Vul
4676,42,scheme,I-Vul
4677,42,1,O
4678,42,which,O
4679,42,allows,O
4680,42,remote,B-Attacker
4681,42,attackers,I-Attacker
4682,42,to,O
4683,42,obtain,B-Impact
4684,42,the,I-Impact
4685,42,data,I-Impact 
4686,42,via,O
4687,42,a,O
4688,42,web,B-Vector
4689,42,page,I-Vector
4690,42,that,I-Vector
4691,42,retrieves,I-Vector 
4692,42,the,I-Vector
4693,42,data,I-Vector
4694,42,through,I-Vector
4695,42,a,I-Vector
4696,42,URL,I-Vector
4697,42,in,I-Vector
4698,42,the,I-Vector
4699,42,SRC,I-Vector
4700,42,attribute,I-Vector
4701,42,of,I-Vector
4702,42,a,I-Vector
4703,42,SCRIPT,I-Vector
4704,42,element,I-Vector
4705,42,and P,I-Vector
4706,42,captures,B-Impact
4707,42,the,I-Impact
4708,42,data,I-Impact
4709,42,using,I-Impact
4710,42,other,I-Impact
4711,42,JavaScript,I-Impact
4712,42,code,I-Impact
4713,42,1,O
4714,42,aka,O
4715,42,JavaScript Hijacking.,B-VulType
4716,43,**,O
4717,43,DISPUTED,O
4718,43,**,O
4719,44,PHP,B-VulType
4720,44,remote,I-VulType
4721,44,file,I-VulType
4722,44,inclusion,I-VulType
4723,44,vulnerability,I-VulType
4724,44,in,O
4725,44,user/turbulence.php,B-Component
4726,44,in,O
4727,44,PHP,B-App
4728,44,Turbulence,I-App
4729,44,0.0.1,B-AppVer
4730,44,alpha,B-AppVer
4731,44,allows,O
4732,44,remote,B-Attacker
4733,44,attackers,I-Attacker
4734,44,to,O
4735,44,execute,B-Impact
4736,44,arbitrary,I-Impact
4737,44,PHP,I-Impact
4738,44,code,I-Impact 
4739,44,via,O
4740,44,a,O
4741,44,URL,B-Vector
4742,44,in,I-Vector
4743,44,the,I-Vector
4744,44,GLOBALS[tcore],I-Vector
4745,44,parameter,I-Vector
4746,44,.,O
4747,46,NOTE:,O
4748,46,this,O
4749,46,vulnerability,O
4750,46,is,O 
4751,46,disputed,O
4752,46,by,O
4753,46,CVE,O
4754,46,and,O
4755,46,a,O
4756,46,reliable,O
4757,46,third,O
4758,46,party,O
4759,46,because,O
4760,46,a,O
4761,46,direct,O
4762,46,request,O
4763,46,to,O
4764,46,user/turbulence.php,O
4765,46,triggers,O
4766,46,a,O
4767,46,fatal,O
4768,46,error,O
4769,46,before,O
4770,46,inclusion,O
4771,46,.,O
4772,47,SQL,B-VulType
4773,47,injection,I-VulType
4774,47,vulnerability,I-VulType
4775,47,in,O
4776,47,W1L3D4_bolum.asp,B-Component
4777,47,in,O
4778,47,W1L3D4,B-App
4779,47,Philboard,I-App
4780,47,0.2,B-AppVer
4781,47,allows,O
4782,47,remote,B-Attacker
4783,47,attackers,I-Attacker
4784,47,to,O
4785,47,execute,B-Impact
4786,47,arbitrary,I-Impact
4787,47,SQL,I-Impact
4788,47,commands,I-Impact
4789,47,via,O
4790,47,the,O
4791,47,forumid,B-Vector
4792,47,parameter,I-Vector
4793,47,1,O
4794,47,a,O
4795,47,different,O
4796,47,vector,O
4797,47,than,O
4798,47,CVE-2007-0920,B-CVEID 
4799,47,.,O
4800,48,Stack-based,B-VulType
4801,48,buffer,I-VulType
4802,48,overflow,I-VulType
4803,48,in,O
4804,48,the,O
4805,48,Anti-Virus,B-App
4806,48,engine,I-App
4807,48,before,I-App
4808,48,content,I-App
4809,48,update,I-App
4810,48,30.6,B-AppVer
4811,48,in,O
4812,48,multiple,B-Platform
4813,48,CA,I-Platform
4814,48,(formerly Computer Associates),B-PlatformAKA 
4815,48,products,I-Platform
4816,48,allows,O
4817,48,remote,B-Attacker
4818,48,attackers,I-Attacker
4819,48,to,O
4820,48,execute,B-Impact
4821,48,arbitrary,I-Impact
4822,48,code,I-Impact
4823,48,via,O
4824,48,a,O
4825,48,large,B-Vector
4826,48,invalid,I-Vector
4827,48,value,I-Vector
4828,48,of,I-Vector
4829,48,the,I-Vector
4830,48,coffFiles,I-Vector
4831,48,field,I-Vector
4832,48,in,I-Vector
4833,48,a,I-Vector
4834,48,.CAB,I-Vector
4835,48,file,I-Vector
4836,48,.,O
4837,49,SQL,B-VulType
4838,49,injection,I-VulType
4839,49,vulnerability,I-VulType
4840,49,in,O
4841,49,mod_banners.php,B-Component
4842,49,in,O
4843,49,Elxis,B-App
4844,49,CMS,I-App
4845,49,before,B-AppVer
4846,49,2006.4,I-AppVer
4847,49,20070613,I-AppVer
4848,49,allows,O
4849,49,remote,B-Attacker
4850,49,attackers,I-Attacker
4851,49,to,O
4852,49,execute,B-Impact
4853,49,arbitrary,I-Impact
4854,49,SQL,I-Impact
4855,49,commands,I-Impact
4856,49,via,O
4857,49,the,O
4858,49,mb_tracker,B-Vector
4859,49,cookie,I-Vector
4860,49,.,O
4861,50,NOTE:,O
4862,50,the,O
4863,50,product,O
4864,50,was,O
4865,50,patched,O
4866,50,without,O
4867,50,updating,O
4868,50,the,O
4869,50,version,O
4870,50,number,O
4871,50,;,O
4872,50,later,O
4873,50,downloads,O
4874,50,of,O
4875,50,2006.4,O
4876,50,are,O
4877,50,not,O
4878,50,affected,O
4879,50,.,O
4880,51,The,O
4881,51,displaypost,B-MINICOMPO
4882,51,function,I-MINICOMPO
4883,51,in,O
4884,51,cgi-bin/cgi-lib/forum_display.pl,B-Component
4885,51,in,O
4886,51,web-app.org,B-App
4887,51,WebAPP,I-App
4888,51,before,B-AppVer
4889,51,0.9.9.7,I-AppVer
4890,51,does,B-Vul
4891,51,not,I-Vul
4892,51,display,I-Vul
4893,51,usernames,I-Vul
4894,51,in,I-Vul
4895,51,conjunction,I-Vul
4896,51,with,I-Vul
4897,51,real,I-Vul
4898,51,names,I-Vul
4899,51,1,O
4900,51,which,O
4901,51,makes,O
4902,51,it,O
4903,51,easier,O
4904,51,for,O
4905,51,remote,B-Attacker
4906,51,authenticated,I-Attacker
4907,51,users,I-Attacker
4908,51,to,O
4909,51,impersonate,B-Impact
4910,51,other,I-Impact 
4911,51,users,I-Impact
4912,51,.,O
4913,52,Cross-site,B-VulType
4914,52,scripting,I-VulType
4915,52,(XSS),I-VulType
4916,52,vulnerability,I-VulType
4917,52,in,O
4918,52,index.php,B-Component
4919,52,in,O
4920,52,Moodle,B-App
4921,52,1.7.1,B-AppVer
4922,52,allows,O
4923,52,remote,B-Attacker
4924,52,attackers,I-Attacker
4925,52,to,O
4926,52,inject,B-Impact
4927,52,arbitrary,I-Impact
4928,52,web,I-Impact
4929,52,script,I-Impact
4930,52,or,O
4931,52,HTML,I-Impact
4932,52,via,O
4933,52,a,O
4934,52,style,B-Vector
4935,52,expression,I-Vector
4936,52,in,I-Vector
4937,52,the,I-Vector
4938,52,search,I-Vector
4939,52,parameter,I-Vector
4940,52,1,O
4941,52,a,O
4942,52,different,O
4943,52,vulnerability,O
4944,52,than,O
4945,52,CVE-2004-1424,B-CVEID
4946,52,.,O
4947,53,Multiple,B-VulType
4948,53,SQL,I-VulType
4949,53,injection,I-VulType
4950,53,vulnerabilities,I-VulType
4951,53,in,O
4952,53,eSyndiCat,B-App
4953,53,allow,O
4954,53,remote,B-Attacker
4955,53,attackers,I-Attacker
4956,53,to,O
4957,53,execute,B-Impact
4958,53,arbitrary,I-Impact
4959,53,SQL,I-Impact
4960,53,commands,I-Impact
4961,53,via,O
4962,53,(1),O
4963,53,the,O
4964,53,id,B-Vector
4965,53,parameter,I-Vector
4966,53,to,O
4967,53,news.php,B-Victim
4968,53,or,O
4969,53,(2),O
4970,53,the,O
4971,53,name,B-Vector
4972,53,parameter,I-Vector
4973,53,to,O
4974,53,page.php,B-Victim
4975,53,.,O
4976,54,Multiple,B-VulType
4977,54,cross-site,I-VulType
4978,54,scripting,I-VulType
4979,54,(XSS),I-VulType
4980,54,vulnerabilities,I-VulType
4981,54,in,O
4982,54,Webcit,B-App
4983,54,before,B-AppVer
4984,54,7.11,I-AppVer
4985,54,allow,O
4986,54,remote,B-Attacker
4987,54,attackers,I-Attacker
4988,54,to,O
4989,54,inject,B-Impact
4990,54,arbitrary,I-Impact
4991,54,web,I-Impact
4992,54,script,I-Impact
4993,54,or,O
4994,54,HTML,I-Impact
4995,54,via,O
4996,54,(1),O
4997,54,the,O
4998,54,who,B-Vector
4999,54,parameter,I-Vector
5000,54,to,O
5001,54,showuser,B-Victim
5002,54,;,O
5003,54,and,O
5004,54,other,O
5005,54,vectors,O
5006,54,involving,O
5007,54,(2),O
5008,54,calendar,B-Vector
5009,54,mode,I-Vector
5010,54,1,O
5011,54,(3),O
5012,54,bulletin,B-Vector
5013,54,board,I-Vector
5014,54,mode,I-Vector
5015,54,1,O
5016,54,(4),O
5017,54,room,B-Vector
5018,54,names,I-Vector
5019,54,1,O
5020,54,and,O
5021,54,(5),O
5022,54,uploaded,B-Vector
5023,54,file,I-Vector
5024,54,names,I-Vector
5025,54,.,O
5026,55,Multiple,B-VulType
5027,55,cross-site,I-VulTypeC
5028,55,scripting,I-VulType
5029,55,(XSS),B-VulTypeAKA
5030,55,vulnerabilities,I-VulType
5031,55,in,O
5032,55,AlstraSoft,B-App
5033,55,Text,I-App
5034,55,Ads,I-App
5035,55,Enterprise,I-App
5036,55,allow,O
5037,55,remote,B-Attacker
5038,55,attackers,I-Attacker
5039,55,to,O
5040,55,inject,B-Impact
5041,55,arbitrary,I-Impact
5042,55,web,I-Impact
5043,55,script,I-Impact
5044,55,or,O
5045,55,HTML,I-Impact
5046,55,via,O
5047,55,the,O
5048,55,(1),O
5049,55,r,B-Vector
5050,55,parameter,I-Vector
5051,55,to,O
5052,55,(a),O
5053,55,forgot_uid.php,B-Victim
5054,55,1,O
5055,55,the,O
5056,55,(2),O
5057,55,query,B-Vector
5058,55,or,O
5059,55,(3),O
5060,55,sk,B-Vector
5061,55,parameter,I-Vector
5062,55,to,O
5063,55,(b),O
5064,55,search_results.php,B-Victim
5065,55,1,O
5066,55,or,O
5067,55,(4),O
5068,55,the,O
5069,55,pageId,B-Vector
5070,55,parameter,I-Vector
5071,55,to,O
5072,55,(c),O
5073,55,website_page.php,B-Victim
5074,55,.,O
5075,57,The,O
5076,57,Visionsoft,B-MINICOMPO
5077,57,Audit,I-MINICOMPO
5078,57,on,O
5079,57,Demand,B-Component
5080,57,Service,I-Component
5081,57,(VSAOD),B-ComponentAKA
5082,57,in,O
5083,57,Visionsoft,B-App
5084,57,Audit,I-App
5085,57,12.4.0.0,B-AppVer
5086,57,allows,O
5087,57,remote,B-Attacker
5088,57,attackers,I-Attacker
5089,57,to,O
5090,57,obtain,B-Impact
5091,57,sensitive,I-Impact
5092,57,information,I-Impact
5093,57,via,O
5094,57,(1),O
5095,57,a,O
5096,57,LOG.ON,B-Vector
5097,57,command,I-Vector
5098,57,1,O
5099,57,which,I-Vector
5100,57,reveals,I-Vector 
5101,57,the,I-Vector
5102,57,logging,I-Vector
5103,57,pathname,I-Vector
5104,57,in,I-Vector
5105,57,the,I-Vector
5106,57,server,I-Vector
5107,57,response,I-Vector
5108,57,;,O
5109,57,(2),O
5110,57,a,O
5111,57,VER,B-Vector
5112,57,command,I-Vector
5113,57,1,O
5114,57,which,I-Vector
5115,57,reveals,I-Vector
5116,57,the,I-Vector
5117,57,version,I-Vector
5118,57,number,I-Vector
5119,57,in,I-Vector
5120,57,the,I-Vector
5121,57,server,I-Vector
5122,57,response,I-Vector
5123,57,;,O
5124,57,and,O
5125,57,(3),O
5126,57,a,O
5127,57,connection,B-Vector
5128,57,1,O
5129,57,which,I-Vector
5130,57,reveals,I-Vector
5131,57,the,I-Vector
5132,57,version,I-Vector
5133,57,number,I-Vector
5134,57,in,I-Vector
5135,57,the,I-Vector
5136,57,banner,I-Vector
5137,57,.,O
5138,58,Cross-site,B-VulType
5139,58,scripting,I-VulType
5140,58,(XSS),B-VulTypeAKA
5141,58,vulnerability,I-VulType
5142,58,in,O
5143,58,index.php,B-Component
5144,58,in,O
5145,58,the,O
5146,58,Blue,B-App
5147,58,Memories,I-App
5148,58,theme,I-App 
5149,58,1.5,B-AppVer
5150,58,for,O 
5151,58,WordPress,B-Platform
5152,58,allows,O
5153,58,remote,B-Attacker
5154,58,attackers,I-Attacker
5155,58,to,O
5156,58,inject,B-Impact
5157,58,arbitrary,I-Impact
5158,58,web,I-Impact
5159,58,script,I-Impact
5160,58,or,O
5161,58,HTML,I-Impact
5162,58,via,O
5163,58,the,O
5164,58,s,B-Vector
5165,58,parameter,I-Vector
5166,58,1,O
5167,58,possibly,O
5168,58,a,O
5169,58,related,O
5170,58,issue,O
5171,58,to,O
5172,58,CVE-2007-2757,B-CVEID
5173,58,and,O
5174,58,CVE-2007-4014,B-CVEID
5175,58,.,O
5176,59,NOTE:,O
5177,59,the,O
5178,59,provenance,O
5179,59,of,O
5180,59,this,O
5181,59,information,O
5182,59,is,O
5183,59,unknown,O
5184,59,;,O
5185,59,the,O
5186,59,details,O
5187,59,are,O
5188,59,obtained,O
5189,59,solely,O
5190,59,from,O
5191,59,third,O
5192,59,party,O
5193,59,information,O
5194,59,.,O
5195,60,Unspecified,B-VulType
5196,60,vulnerability,I-VulType
5197,60,in,O
5198,60,Dell,B-Platform
5199,60,Remote,I-Platform
5200,60,Access,I-Platform
5201,60,Card,I-Platform
5202,60,4,B-PlatformVer
5203,60,(DRAC4),B-PlatformAKA
5204,60,with,O
5205,60,firmware,B-App
5206,60,1.50,B-AppVer
5207,60,Build,I-AppVer
5208,60,02.16,I-AppVer
5209,60,allows,O
5210,60,remote,B-Attacker
5211,60,attackers,I-Attacker
5212,60,to,O
5213,60,cause,O
5214,60,a,O
5215,60,denial,B-VulType
5216,60,of,I-VulType
5217,60,service,I-VulType
5218,60,(SSH daemon crash),B-VulTypeAKA
5219,60,via,O
5220,60,certain,B-Vector
5221,60,network,I-Vector
5222,60,traffic,I-Vector
5223,60,1,O
5224,60,as,I-Vector
5225,60,demonstrated,I-Vector
5226,60,by,I-Vector
5227,60,an,I-Vector
5228,60,nmap -O,I-Vector
5229,60,scan,I-Vector
5230,60,with,I-Vector
5231,60,nmap,I-Vector
5232,60,4.03,I-Vector
5233,60,1,O
5234,60,possibly,O
5235,60,related,O
5236,60,to,O
5237,60,a,O
5238,60,Mocana,B-VulType
5239,60,(Mocanada),B-VulTypeAKA
5240,60,SSH,I-VulType
5241,60,vulnerability,I-VulType
5242,60,.,O
5243,61,IBM,B-App
5244,61,DB2,I-App
5245,61,UDB,I-App
5246,61,8,B-AppVer
5247,61,before,I-AppVer
5248,61,Fixpak,I-AppVer
5249,61,15,I-AppVer
5250,61,does,B-Vul
5251,61,not,I-Vul
5252,61,properly,I-Vul
5253,61,check,I-Vul
5254,61,authorization,I-Vul
5255,61,1,O
5256,61,which,O
5257,61,allows,B-Attacker
5258,61,remote,I-Attacker
5259,61,authenticated,I-Attacker
5260,61,users,I-Attacker
5261,61,with,O 
5262,61,a,O
5263,61,certain,I-Attacker
5264,61,SELECT,I-Attacker
5265,61,privilege,I-Attacker
5266,61,to,O
5267,61,have,O
5268,61,an,O
5269,61,unknown,B-Impact
5270,61,impact,I-Impact
5271,61,via,O
5272,61,unspecified,B-Vector
5273,61,vectors,I-Vector
5274,61,.,O
5275,62,NOTE:,O
5276,62,this,O
5277,62,issue,O
5278,62,is,O
5279,62,probably,O
5280,62,related,O
5281,62,to,O
5282,62,CVE-2007-1089,B-CVEID
5283,62,1,O
5284,62,but,O
5285,62,this,O
5286,62,is,O
5287,62,uncertain,O
5288,62,due,O
5289,62,to,O
5290,62,lack,O
5291,62,of,O
5292,62,details,O
5293,62,.,O
5294,63,Cross-site,B-VulType
5295,63,scripting,I-VulType
5296,63,(XSS),B-VulTypeAKA
5297,63,vulnerability,I-VulType
5298,63,in,O
5299,63,search.html,B-Component
5300,63,in,O
5301,63,Search,B-App
5302,63,Engine,I-App
5303,63,Builder,I-App
5304,63,allows,O
5305,63,remote,B-Attacker
5306,63,attackers,I-Attacker
5307,63,to,O
5308,63,inject,B-Impact
5309,63,arbitrary,I-Impact
5310,63,web,I-Impact
5311,63,script,I-Impact
5312,63,or,O
5313,63,HTML,I-Impact
5314,63,via,O
5315,63,the,O
5316,63,searWords,B-Vector
5317,63,parameter,I-Vector
5318,63,.,O
5319,64,Stack-based,B-VulType
5320,64,buffer,I-VulType
5321,64,overflow,I-VulType
5322,64,in,O
5323,64,the,O
5324,64,process_packet,B-MINICOMPO
5325,64,function,I-MINICOMPO
5326,64,in,O
5327,64,fbserver.exe,B-Component
5328,64,in,O 
5329,64,Firebird,B-App
5330,64,SQL,I-App
5331,64,2.0.2,B-AppVer
5332,64,allows,O
5333,64,remote,B-Attacker
5334,64,attackers,I-Attacker
5335,64,to,O
5336,64,execute,B-Impact
5337,64,arbitrary,I-Impact
5338,64,code,I-Impact
5339,64,via,O
5340,64,a,O
5341,64,long,B-Vector
5342,64,request,I-Vector
5343,64,to,I-Vector
5344,64,TCP,B-Victim
5345,64,port,I-Victim
5346,64,3050,I-Victim
5347,64,.,O
5348,65,Multiple,B-VulType
5349,65,cross-site,I-VulType
5350,65,scripting,I-VulType
5351,65,(XSS),B-VulTypeAKA
5352,65,vulnerabilities,I-VulType
5353,65,in,O
5354,65,Simple,B-App
5355,65,PHP,I-App
5356,65,Blog,I-App
5357,65,(SPHPBlog),B-AppAKA
5358,65,before,B-AppVer 
5359,65,0.5.1,I-AppVer
5360,65,1,O
5361,65,when,O
5362,65,register_globals,B-Setting
5363,65,is,I-Setting
5364,65,enabled,I-Setting
5365,65,1,O
5366,65,allow,O
5367,65,remote,B-Attacker
5368,65,attackers,I-Attacker
5369,65,to,O
5370,65,inject,B-Impact
5371,65,arbitrary,I-Impact
5372,65,web,I-Impact
5373,65,script,I-Impact
5374,65,or,O
5375,65,HTML,I-Impact
5376,65,via,O
5377,65,certain,B-Vector
5378,65,user_colors,I-Vector
5379,65,array,I-Vector
5380,65,parameters,I-Vector
5381,65,to,I-Vector
5382,65,certain,I-Vector
5383,65,user_style.php,I-Vector
5384,65,files,I-Vector
5385,65,under,I-Vector
5386,65,themes/,I-Vector
5387,65,1,O
5388,65,as,I-Vector
5389,65,demonstrated,I-Vector
5390,65,by,I-Vector
5391,65,the,I-Vector
5392,65,user_colors[bg_color],I-Vector
5393,65,parameter,I-Vector
5394,65,.,O
5395,66,Multiple,B-VulType
5396,66,PHP,I-VulType
